N,zmin,zmax,weight_mode,D_geo,D_obs,mu_null,sigma_null,z_score,D_phys,angle_geo_obs_deg,ra_obs_deg,dec_obs_deg
200000,0.020000564,0.09999999,rankmass,0.598250641633522,0.6239765174022515,0.5982642101970203,0.0006686681631896144,38.45301544278843,0.029777142922579096,1.4062468645985127,189.23146231098679,36.620903225355775
