hemi,N,D_geo,D_obs,mu_null,sigma_null,z_score,D_phys,angle_geo_obs_deg
plus,173887,0.7934733181345215,0.79044545470817,0.7934761284400785,0.00019480374359136303,-15.557574387615327,0.005284249043711183,0.3133166132375981
minus,26113,0.8623985136008633,0.871211783787406,0.862395809480344,0.0005212184631819653,16.914163503038182,0.0435153131435912,2.8170692161147404
