null_model,mu_null,sigma_null,z_score
shuffle_ra,0.06346606912989412,0.005856033986896668,3.8158496443991226
shuffle_dec,0.07859437827560321,0.0034176614615356107,2.111805438311852
shuffle_mass_within_zbins,0.052804035982700566,0.008554728684081338,3.8584249217749416
