trim,N,D_geo,D_obs,mu_null,sigma_null,z_score,D_phys
none,69331,0.04991009480986116,0.08581181433638295,0.05098304989307191,0.008481598750993791,4.1063914323028,0.03625021640074354
drop_top_1.00pct,68638,0.049491656647576335,0.06444154294561096,0.04980560583969979,0.0037134355013401406,3.9413467934556032,0.015607562611992965
drop_top_0.50pct,68985,0.049680665316970005,0.06646242043052905,0.05005611825481296,0.004370402026874307,3.753957204584634,0.017263184939701404
