N,zmin,zmax,weight_mode,D_geo,D_obs,mu_null,sigma_null,z_score,D_phys,angle_geo_obs_deg,ra_obs_deg,dec_obs_deg
69331,0.0017684224245799,0.0594717757903266,mass,0.04991009480986116,0.08581181433638295,0.051595123653325616,0.008474197850728248,4.037749800722065,0.03625021640074354,4.391214246747443,212.18269950120438,30.4781830098957
