null_model,mu_null,sigma_null,z_score
shuffle_ra,0.6190541512561312,0.0012339765615142872,7.143781240055807
shuffle_dec,0.6420327547140079,0.00037904898964830346,-37.36547315481224
shuffle_mass_within_zbins,0.5977915434676218,0.0014980920045808443,20.077449387188558
