hemi,N,D_geo,D_obs,mu_null,sigma_null,z_score,D_phys,angle_geo_obs_deg
plus,173887,0.7934733181345215,0.7880163790806098,0.7934748288550013,0.0004507263039709988,-12.110342188377553,0.008432451039584204,0.46581394121230246
minus,26113,0.8623985136008633,0.8752794663084384,0.862410784864988,0.0010656929106816293,12.075412451809857,0.061829737763759024,3.988827942160804
