N,zmin,zmax,weight_mode,D_geo,D_obs,mu_null,sigma_null,z_score,D_phys,angle_geo_obs_deg,ra_obs_deg,dec_obs_deg
200000,0.020000564,0.09999999,mass,0.598250641633522,0.6278694098669455,0.5982738831893466,0.001523162277536067,19.430317513819936,0.03542802021299451,1.8173460279962828,189.49797803157267,36.25087179384081
