hemi,N,D_geo,D_obs,mu_null,sigma_null,z_score,D_phys,angle_geo_obs_deg
plus,1600,0.5428013616274863,0.5558775540965903,0.5480969488789419,0.04063210545214194,0.1914890978714541,0.033099607864264066,3.1720816647726284
minus,1417,0.5074797419781366,0.512439216896893,0.5133623609747624,0.02677270931549799,-0.03448078664698447,0.06323824594459816,7.087762732399897
