N,zmin,zmax,weight_mode,D_geo,D_obs,mu_null,sigma_null,z_score,D_phys,angle_geo_obs_deg,ra_obs_deg,dec_obs_deg
3017,0.0009484863881567,0.0095922736226885,mass,0.05193801543946161,0.08823343046479351,0.08610028080262495,0.034357732398872166,0.06208645079960458,0.0364663121916129,2.984911221097731,135.5309257638662,-17.82325589192828
