null_model,mu_null,sigma_null,z_score
shuffle_ra,0.06786671555580388,0.0271077933450689,0.7513232320215574
shuffle_dec,0.05482275227277358,0.02164082761219131,1.5438724798675494
shuffle_mass_within_zbins,0.08937257161958033,0.03403378553247621,-0.033470891849506745
