dataset,mode,n_observers,N_mean,zmin,zmax,D_geo_mean,D_obs_mean,mu_null_mean,sigma_null_mean,zscore_mean,zscore_std,delta_mean,delta_std
TNG50,mass,20,3016.95,0.0,0.01,0.07641016756388645,0.10008941056512563,0.10298723125547522,0.03718394530465465,-0.08943644230419898,0.6180456195366978,-0.002897820690349593,0.021889964004994718
TNG50,rankmass,20,3016.95,0.0,0.01,0.07641016756388645,0.07759754247279485,0.07697187556706761,0.006143167638164465,0.10814535272193955,0.8996593544177942,0.0006256669057272405,0.005604563770031337
TNG300,mass,20,69331.0,0.0,0.06,0.04241665875674436,0.07556323690069161,0.04454349977458655,0.008514502697753543,3.6044119714756127,1.3963622130957614,0.031019737126105056,0.012439252835255425
TNG300,rankmass,20,69331.0,0.0,0.06,0.04241665875674436,0.04881157909795063,0.042458646714968205,0.0012746954869877558,4.985478907706333,2.0995670008535003,0.0063529323829824205,0.0026886051951971832
